state_name,state_name_slug,state_code,state_code_slug,district,at_large,vacant,bioguide,thomas,govtrack,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
"California","california","CA","ca","44","false","false","B001300",,"412687","N00037019","166270","H6CA44103","2199","Q21662745",,"representative","democrat","Nanette Barragan","nanette-barragan","Nanette","Diaz","Barragan",,,"nuh-NET BAIR-uh-gen","female","hispanic-american","roman-catholic","no","1976-09-15","2017-01-03","2019-01-03","Nanette Barragan, a Representative from California; born in California, September 15, 1976; B.A., University of California, Los Angeles, Calif., 2000; J.D., University of Southern California, Los Angeles, Calif., 2005; lawyer, private practice; member of the Hermosa Beach, Calif., city council, 2013-2015; Mayor pro tem and member of the Hermosa Beach, Calif., city council, 2015; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-8220",,"38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://barragan.house.gov","https://barragan.house.gov/contact/email","https://www.facebook.com/CongresswomanBarragan/","Nanette4CA","https://twitter.com/Nanette4CA","https://cdn.civil.services/us-house/headshots/512x512/nanette-barragan.jpg"
"California","california","CA","ca","45","false","false","W000820","2232","412618","N00035391",,"H4CA45097","2074","Q6862199","kg:/m/077r0l","representative","republican","Mimi Walters","mimi-walters","Mimi",,"Walters",,,"MEE-mee WAWL-terz","female","white-american","roman-catholic","no","1962-05-14","2015-01-06","2019-01-03","Mimi Walters, a Representative from California; born in Pasadena, Los Angeles County, Calif., May 14, 1962; B.A., University of California, Los Angeles, Calif., 1984; sales representative; business executive; member of the Laguna Niguel, Calif., city council, 1996-2004; Mayor of Laguna Niguel, Calif., 2000; member of the California state assembly, 2005-2008; member of the California state senate, 2008-2015; elected as a Republican to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present).","202-225-5611","202-225-9177","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://walters.house.gov","https://walters.house.gov/contact/email","https://www.facebook.com/RepMimiWalters/","RepMimiWalters","https://twitter.com/RepMimiWalters","https://cdn.civil.services/us-house/headshots/512x512/mimi-walters.jpg"
"California","california","CA","ca","46","false","false","C001110",,"412688","N00037260","9732","H6CA46116","2200","Q6685454",,"representative","democrat","Luis Correa","luis-correa","Luis","Jose","Correa",,"Lou","LOO kor-AY-uh [R is trilled in Spanish]","male","hispanic-american","roman-catholic","no","1958-01-24","2017-01-03","2019-01-03","Luis Correa, a Representative from California; born in Los Angeles, Los Angeles County, Calif., January 24, 1958; B.A., California State University, Fullerton, Calif., 1980; J.D.,University of California, Los Angeles, Calif., 1985; M.B.A., University of California, Los Angeles, Calif., 1985; investment banker; real estate broker; unsuccessful candidate for nomination to the California state assembly in 1996; member of the California state assembly, 1998-2004; member of the Orange County, Calif., board of supervisors, 2005-2006; member of the California state senate, 2006-2014; unsuccessful candidate for election to the Orange County, Calif., board of supervisors in 2015; member of the California high speed rail authority, 2015-2016; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-2965","202-225-5859","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://correa.house.gov","https://correa.house.gov/contact/email","https://www.facebook.com/LorettaSanchez/","LorettaSanchez","https://twitter.com/LorettaSanchez","https://cdn.civil.services/us-house/headshots/512x512/luis-correa.jpg"
"California","california","CA","ca","47","false","false","L000579","2111","412521","N00033274","16469","H2CA00104","1745","Q3740782","kg:/m/027jz0m","representative","democrat","Alan Lowenthal","alan-lowenthal","Alan",,"Lowenthal",,,"AL-en LOW-en-thawl","male","white-american","jewish","no","1941-03-08","2013-01-03","2019-01-03","Alan Lowenthal, a Representative from California; born in New York, New York County, N.Y., March 8, 1941; B.A., Hobart College, Geneva, N.Y., 1962; M.A., Ohio State University, Columbus, Ohio, 1965; Ph.D., Ohio State University, Columbus, Ohio, 1967; professor, California State University, Long Beach, Calif., 1969-1998; psychologist; member of the Long Beach, Calif., city council, 1992-1998; member of the California state assembly, 1998-2004; member of the California state senate, 2004-2012; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-7924","202-225-7926","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://lowenthal.house.gov","http://lowenthal.house.gov/contact/howtocontactme.htm","https://www.facebook.com/RepLowenthal/","RepLowenthal","https://twitter.com/RepLowenthal","https://cdn.civil.services/us-house/headshots/512x512/alan-lowenthal.jpg"
"California","california","CA","ca","48","false","false","R000409","979","400343","N00007151","26763","H8CA42061","436","Q983055","kg:/m/02gtr","representative","republican","Dana Rohrabacher","dana-rohrabacher","Dana",,"Rohrabacher",,,"DAY-nuh RUHR-uh-bah-ker","male","white-american","baptist","no","1947-06-21","1989-01-03","2019-01-03","Dana Rohrabacher, a Representative from California; born in Coronado, San Diego County, Calif., June 21, 1947; graduated from Palos Verdes High School, Palos Verdes Estates, Calif., 1965; attended Los Angeles Harbor College, Los Angeles, Calif., 1965-1967; B.A., California State University, Long Beach, Calif., 1969; M.A., University of Southern California, Los Angeles, Calif., 1971; journalist; assistant press secretary to the Ronald Reagan presidential campaigns of 1976 and 1980; speechwriter and special assistant to President Ronald Reagan, 1981-1988; elected as a Republican to the One Hundred First and to the fourteen succeeding Congresses (January 3, 1989-present).","202-225-2415",,"38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://rohrabacher.house.gov","https://rohrabacher.house.gov/contact/email-me","https://www.facebook.com/danarohrabacher/",,,"https://cdn.civil.services/us-house/headshots/512x512/dana-rohrabacher.jpg"
"California","california","CA","ca","49","false","false","I000056","1640","400196","N00007017","16553","H0CA48024","300","Q1166592","kg:/m/01r7wc","representative","republican","Darrell Issa","darrell-issa","Darrell",,"Issa",,,"DAIR-uhl ICE-uh","male","white-american","eastern-orthodox","no","1953-11-01","2001-01-03","2019-01-03","Darrell Issa, a Representative from California; born in Cleveland, Cuyahoga County, Ohio, November 1, 1953; B.A., Siena Heights College, Adrian, Mich., 1976; United States Army, 1970-1980; business owner; elected as a Republican to the One Hundred Seventh and to the eight succeeding Congresses (January 3, 2001-present); chairman, Committee on Oversight and Government Reform (One Hundred Twelfth and One Hundred Thirteenth Congresses).","202-225-3906","202.225.3303","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://issa.house.gov","http://issa.house.gov/contact","https://www.facebook.com/darrellissa/","DarrellIssa","https://twitter.com/DarrellIssa","https://cdn.civil.services/us-house/headshots/512x512/darrell-issa.jpg"
"California","california","CA","ca","50","false","false","H001048","1909","412283","N00029258","104308","H8CA52052","765","Q540521","kg:/m/047tpf2","representative","republican","Duncan Hunter","duncan-hunter","Duncan","D.","Hunter",,,"DUHN-kuhn HUHN-ner","male","white-american","southern-baptist","no","1976-12-07","2009-01-06","2019-01-03","Duncan Hunter, (son of Duncan Lee Hunter), a Representative from California; born in San Diego, San Diego County, Calif., December 7, 1976; graduated from Granite Hills High School, El Cajon, Calif.; B.S., San Diego State University, San Diego, Calif., 2001; United States Marine Corps, 2002-2005; United States Marine Corps Reserve, 2005-present; real estate developer; businessman; elected as a Republican to the One Hundred Eleventh and to the four succeeding Congresses (January 3, 2009-present).","202-225-5672","202-225-0235","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://hunter.house.gov","https://hunter.house.gov/contact-me/email-me","https://www.facebook.com/DuncanHunter/","Rep_Hunter","https://twitter.com/Rep_Hunter","https://cdn.civil.services/us-house/headshots/512x512/duncan-hunter.jpg"
"California","california","CA","ca","51","false","false","V000130","2112","412522","N00007021","29100","H2CA50026","1746","Q3791701","kg:/m/076bp4","representative","democrat","Juan Vargas","juan-vargas","Juan",,"Vargas",,,"WAHN VAR-gus","male","hispanic-american","roman-catholic","no","1961-03-07","2013-01-03","2019-01-03","Juan Vargas, a Representative from California; born in National City, San Diego County, Calif., March 7, 1961; B.A., University of San Diego, San Diego, Calif., 1983; M.A., Fordham University, Bronx, N.Y., 1987; J.D., Harvard University, Cambridge, Mass., 1991; lawyer; business executive; member of the San Diego, Calif., city council, 1993-2000; member of the California state assembly, 2000-2006; member of the California state senate, 2010-2012; unsuccessful candidate for nomination to the One Hundred Third Congress in 1993, the One Hundred Fifth Congress in 1996, and the One Hundred Tenth Congress in 2006; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-8045","202-225-2772","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://vargas.house.gov","http://vargas.house.gov/contact","https://www.facebook.com/RepJuanVargas/","RepJuanVargas","https://twitter.com/RepJuanVargas","https://cdn.civil.services/us-house/headshots/512x512/juan-vargas.jpg"
"California","california","CA","ca","52","false","false","P000608","2113","412523","N00033591","70351","H2CA52089","1747","Q3791514","kg:/m/02rymxd","representative","democrat","Scott Peters","scott-peters","Scott",,"Peters",,,"SKAHT PEE-terz","male","white-american","lutheran","no","1958-06-17","2013-01-03","2019-01-03","Scott Peters, a Representative from California; born in Springfield, Clark County, Ohio, June 17, 1958; B.A., Duke University, Durham, N.C., 1980; J.D., New York University, New York, N.Y., 1984; lawyer, private practice; economist, United States Environmental Protection Agency, 1980-1981; deputy attorney, city of San Diego, Calif., 1991-1996; member of the San Diego, Calif., city council, 2000-2008; president of the San Diego, Calif., city council, 2006-2008; commissioner, San Diego unified port district, 2009-2012; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-0508",,"38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://scottpeters.house.gov","https://scottpeters.house.gov/contact","https://www.facebook.com/scottpeterssandiego/","RepScottPeters","https://twitter.com/RepScottPeters","https://cdn.civil.services/us-house/headshots/512x512/scott-peters.jpg"
"California","california","CA","ca","53","false","false","D000598","1641","400097","N00009604","8168","H0CA49055","207","Q460675","kg:/m/024xs5","representative","democrat","Susan Davis","susan-davis","Susan",,"Davis",,,"SOO-zuhn DAY-viss","female","white-american","jewish","no","1944-04-13","2001-01-03","2019-01-03","Susan Davis, a Representative from California; born in Cambridge, Middlesex County, Mass., April 13, 1944; B.A., University of California, Berkeley, Calif., 1965; M.S.W., University of North Carolina, Chapel Hill, N.C., 1968; member of the San Diego, Calif., board of education, 1983-1992, president, San Diego, Calif., board of education 1989-1992; executive director, Aaron Price Fellows, 1990-1994; member of the California state assembly, 1994-2000; elected as a Democrat to the One Hundred Seventh and to the eight succeeding Congresses (January 3, 2001-present).","202-225-2040","202-225-2948","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://susandavis.house.gov","https://susandavis.house.gov/contact","https://www.facebook.com/RepSusanDavis/","RepSusanDavis","https://twitter.com/RepSusanDavis","https://cdn.civil.services/us-house/headshots/512x512/susan-davis.jpg"
"Colorado","colorado","CO","co","1","false","false","D000197","1479","400101","N00006134","561","H6CO01141","214","Q437159","kg:/m/024z95","representative","democrat","Diana DeGette","diana-degette","Diana",,"DeGette",,,"die-ANN-uh duh-GET","female","white-american","presbyterian","no","1957-07-29","1997-01-07","2019-01-03","Diana DeGette, a Representative from Colorado; born in Tachikawa, Japan, July 29, 1957; graduated from South High School, Denver, Colo., 1975; B.A., Colorado College, Colorado Springs, Colo., 1979; J.D., New York University, New York, N.Y., 1982; member of the Colorado state house of representatives, 1992-1996; elected as a Democrat to the One Hundred Fifth and to the ten succeeding Congresses (January 3, 1997-present).","202-225-4431","202-225-5657","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://degette.house.gov","http://degette.house.gov/contact/send-me-an-email","https://www.facebook.com/DianaDeGette/","RepDianaDeGette","https://twitter.com/RepDianaDeGette","https://cdn.civil.services/us-house/headshots/512x512/diana-degette.jpg"
"Colorado","colorado","CO","co","2","false","false","P000598","1910","412308","N00029127","106220","H8CO02137","790","Q935734","kg:/m/02qckk4","representative","democrat","Jared Polis","jared-polis","Jared",,"Polis",,,"JAIR-ed POLL-iss","male","white-american","jewish","gay","1975-05-12","2009-01-06","2019-01-03","Jared Polis, a Representative from Colorado; born in Boulder, Boulder County, Colo., May 12, 1975; A.B., Princeton University, Princeton, N. J., 1996; business owner; entrepreneur; member of the Colorado state board of education, 2001-2007; chairman of the Colorado state board of education, 2004-2005; elected as a Democrat to the One Hundred Eleventh and to the four succeeding Congresses (January 3, 2009-present).","202-225-2161","202-226-7840","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://polis.house.gov","https://polis.house.gov/forms/writeyourrep/","https://www.facebook.com/jaredpolis/","jaredpolis","https://twitter.com/jaredpolis","https://cdn.civil.services/us-house/headshots/512x512/jared-polis.jpg"
"Colorado","colorado","CO","co","3","false","false","T000470","1997","412405","N00027509","65403","H6CO03139","1417","Q782994","kg:/m/0bn82p","representative","republican","Scott Tipton","scott-tipton","Scott",,"Tipton",,,"SKAHT TIP-ton","male","white-american","anglican","no","1956-11-09","2011-01-05","2019-01-03","Scott Tipton, a Representative from Colorado; born in Espanola, Rio Arriba County, N. Mex., November 9, 1956; graduated from Cortez High School; B.A., Fort Lewis College, Durango, Colo., 1978; business owner; member of the Colorado state house of representatives, 2008-2010; unsuccessful candidate for election to the One Hundred Tenth Congress in 2006; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-present).","202-225-4761","202-226-9669","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://tipton.house.gov","https://tipton.house.gov/contact-me/email-me","https://www.facebook.com/CongressmanScottTipton/","RepTipton","https://twitter.com/RepTipton","https://cdn.civil.services/us-house/headshots/512x512/scott-tipton.jpg"
"Colorado","colorado","CO","co","4","false","false","B001297","2233","412619","N00030829","125319","S0CO00237","2075","Q1439421","kg:/m/05zzjd2","representative","republican","Ken Buck","ken-buck","Ken",,"Buck",,,"KEN BUHK","male","white-american","christian","no","1959-02-16","2015-01-06","2019-01-03","Ken Buck, a Representative from Colorado; born in Ossining, Westchester County, N.Y., February 16, 1959; graduated from Ossining High School, Ossining, N.Y., 1977; A.B., Princeton University, Princeton, N.J., 1981; J.D., University of Wyoming, Laramie, Wyo., 1985; business executive; staff, United States House of Representatives Select Committee to Investigate Covert Arms Transactions with Iran, 1986-1987; attorney, United States Department of Justice, 1987-1990; attorney, Office of the United States Attorney, District of Colorado, 1990-2002; Weld County Colorado, district attorney, 2005-2014; unsuccessful candidate for election to the United States Senate in 2010; elected as a Republican to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present).","202-225-4676","202-225-5870","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://buck.house.gov","https://buck.house.gov/contact/email","https://www.facebook.com/repkenbuck/","RepKenBuck","https://twitter.com/RepKenBuck","https://cdn.civil.services/us-house/headshots/512x512/ken-buck.jpg"
"Colorado","colorado","CO","co","5","false","false","L000564","1834","412191","N00028133","2698","H6CO05159","678","Q371106","kg:/m/0fsgdd","representative","republican","Doug Lamborn","doug-lamborn","Doug",,"Lamborn",,,"DUHG LAMB-BORN [equal stress]","male","white-american","christian","no","1954-05-24","2007-01-04","2019-01-03","Doug Lamborn, a Representative from Colorado; born in Leavenworth, Leavenworth County, Kans., May 24, 1954; graduated from Lansing High School, Lansing, Kans.; B.S., University of Kansas, Lawrence, Kans., 1978; J.D., University of Kansas, Lawrence, Kans., 1985; lawyer, private practice; member of the Colorado state house of representatives, 1995-1998; member of the Colorado state senate, 1998-2006, president pro tempore, 1999-2000; elected as a Republican to the One Hundred Tenth and to the five succeeding Congresses (January 3, 2007-present).","202-225-4422","202-226-2638","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://lamborn.house.gov","http://lamborn.house.gov/contact/leave-a-comment.htm","https://www.facebook.com/CongressmanDougLamborn/","RepDLamborn","https://twitter.com/RepDLamborn","https://cdn.civil.services/us-house/headshots/512x512/doug-lamborn.jpg"
"Colorado","colorado","CO","co","6","false","false","C001077","1912","412271","N00024753","1535","H8CO06138","753","Q547218","kg:/m/03gy95d","representative","republican","Mike Coffman","mike-coffman","Mike",,"Coffman",,,"MIKE KAWF-min","male","white-american","united-methodist","no","1955-03-19","2009-01-06","2019-01-03","Mike Coffman, a Representative from Colorado; born in Fort Leonard Wood, Pulaski County, Mo., March 19, 1955; attended Aurora Central High School, Aurora, Colo.; received graduation equivalency degree through the United States Army; B.A., University of Colorado, Boulder, Colo., 1979; United States Army, 1972-1974; United States Army Reserve, 1975-1978; United States Marine Corps, 1979-1982; United States Marine Corps Reserve, 1983-1994, 2005-2006; small business owner; member of the Colorado state house of representatives, 1989-1994; member of the Colorado state senate, 1994-1998; Colorado state treasurer, 1999-2007; Colorado secretary of state, 2007-2008; elected as a Republican to the One Hundred Eleventh and to the four succeeding Congresses (January 3, 2009-present).","202-225-7882","202.226.4623","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://coffman.house.gov","https://coffman.house.gov/contact/email-me","https://www.facebook.com/repmikecoffman/","RepMikeCoffman","https://twitter.com/RepMikeCoffman","https://cdn.civil.services/us-house/headshots/512x512/mike-coffman.jpg"
"Colorado","colorado","CO","co","7","false","false","P000593","1835","412192","N00027510","2653","H6CO07023","679","Q331507","kg:/m/07n9ns","representative","democrat","Ed Perlmutter","ed-perlmutter","Ed",,"Perlmutter",,,"ED PEARL-mutt-er","male","white-american","methodist","no","1953-05-01","2007-01-04","2019-01-03","Ed Perlmutter, a Representative from Colorado; born in Denver, Jefferson County, Colo., May 1, 1953; graduated from Jefferson High School, Edgewater, Colo., 1971; B.A., University of Colorado, Boulder, Colo., 1975; J.D., University of Colorado, Boulder, Colo., 1978; lawyer, private practice; member of the Colorado state senate, 1995-2003, president pro tempore, 2001-2003; elected as a Democrat to the One Hundred Tenth and to the five succeeding Congresses (January 3, 2007-present).","202-225-2645","202-225-5278","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://perlmutter.house.gov","https://perlmutter.house.gov/contact/","https://www.facebook.com/RepPerlmutter/","RepPerlmutter","https://twitter.com/RepPerlmutter","https://cdn.civil.services/us-house/headshots/512x512/ed-perlmutter.jpg"
"Connecticut","connecticut","CT","ct","1","false","false","L000557","1583","400233","N00000575","17188","H8CT01046","334","Q357832","kg:/m/024zl9","representative","democrat","John Larson","john-larson","John","B.","Larson",,,"JAHN LAR-suhn","male","white-american","roman-catholic","no","1948-07-22","1999-01-06","2019-01-03","John Larson, a Representative from Connecticut; born in Hartford, Hartford County, Conn., July 22, 1948; graduated East Hartford High School, Hartford, Conn., 1967; B.A., Central Connecticut University, New Britain, Conn., 1971; member of the East Hartford, Conn., board of education, 1977-1979; member of the East Hartford, Conn., town council, 1979-1983; senior fellow at the Yale Bush Center for Child Development and Social Policy, New Haven, Conn.; teacher; businessman; member of the Connecticut state senate, 1986-1998, president pro tempore of the Connecticut state senate, 1990-1998; elected as a Democrat to the One Hundred Sixth and to the nine succeeding Congresses (January 3, 1999-present); chairman, House Democratic Caucus (One Hundred Eleventh and One Hundred Twelfth Congresses).","202-225-2265","202-225-1031","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://larson.house.gov","https://larson.house.gov/contact/email","https://www.facebook.com/RepJohnLarson/","RepJohnLarson","https://twitter.com/RepJohnLarson","https://cdn.civil.services/us-house/headshots/512x512/john-larson.jpg"
"Connecticut","connecticut","CT","ct","2","false","false","C001069","1836","412193","N00024842","30333","H2CT02112","680","Q434470","kg:/m/0700nd","representative","democrat","Joe Courtney","joe-courtney","Joe",,"Courtney",,,"JOH KORT-nee","male","white-american","roman-catholic","no","1953-04-06","2007-01-04","2019-01-03","Joe Courtney, a Representative from Connecticut; born in West Hartford, Tolland County, Conn., April 6, 1953; B.A., Tufts University, Medford, Mass, 1975; J.D., University of Connecticut, Storrs, Conn., 1978; lawyer, private practice; member of the Connecticut state house of representatives, 1987-1994; elected as a Democrat to the One Hundred Tenth and to the five succeeding Congresses (January 3, 2007-present).","202-225-2076","202-225-4977","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://courtney.house.gov","https://courtney.house.gov/contact/email","https://www.facebook.com/joecourtney/","RepJoeCourtney","https://twitter.com/RepJoeCourtney","https://cdn.civil.services/us-house/headshots/512x512/joe-courtney.jpg"
"Connecticut","connecticut","CT","ct","3","false","false","D000216","281","400103","N00000615","26788","H0CT03072","215","Q434952","kg:/m/024zn0","representative","democrat","Rosa DeLauro","rosa-delauro","Rosa","L.","DeLauro",,,"ROH-zuh duh-LAR-oh","female","white-american","roman-catholic","no","1943-03-02","1991-01-03","2019-01-03","Rosa DeLauro, a Representative from Connecticut; born in New Haven, New Haven County, Conn., March 2, 1943; graduated from Lauralton Hall High School, Milford, Conn.; B.A., Marymount College, Tarrytown, N.Y., 1964; attended the London School of Economics, London, England, 1962-1963; M.A., Columbia University, New York, N.Y., 1966; staff, Mayor Frank Logue of New Haven, Conn., 1976-1977; campaign manager, Mayor Frank Logue, 1978; staff, New Haven, Conn., development administrator, 1977-1979; campaign manager for United States Senator Christopher J. Dodd of Connecticut, 1979-1980; staff, United States Senator Christopher J. Dodd of Connecticut, 1981-1987; executive director, Countdown â€˜87, 1987-1988; executive director, EMILY'S List, 1989-1990; elected as a Democrat to the One Hundred Second and to the thirteen succeeding Congresses (January 3, 1991-present).","202-225-3661","202-225-4890","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://delauro.house.gov","https://delauro.house.gov/contact","https://www.facebook.com/CongresswomanRosaDeLauro/","rosadelauro","https://twitter.com/rosadelauro","https://cdn.civil.services/us-house/headshots/512x512/rosa-delauro.jpg"
"Connecticut","connecticut","CT","ct","4","false","false","H001047","1913","412282","N00029070","106744","H8CT04172","764","Q1689111","kg:/m/03w9x9v","representative","democrat","Jim Himes","jim-himes","Jim",,"Himes",,,"JIM HAHYMZ","male","white-american","presbyterian","no","1966-07-05","2009-01-06","2019-01-03","Jim Himes, a Representative from Connecticut; born in Lima, Peru, July 5, 1966; graduated from Hopewell Valley Central High School, Pennington, N.J.; A.B., Harvard University, Cambridge, Mass., 1988; M. Phil., Oxford University, Oxford, England, 1990; banking executive; non-profit executive; member of the Greenwich, Conn., housing authority, 2003-2006; chairman, 2003-2006; member of the Greenwich, Conn., board of estimate and taxation, 2006-2007; elected as a Democrat to the One Hundred Eleventh and to the four succeeding Congresses (January 3, 2009-present).","202-225-5541","202-225-9629","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://himes.house.gov","https://himes.house.gov/contact-me/email-me","https://www.facebook.com/CongressmanJimHimes/","jahimes","https://twitter.com/jahimes","https://cdn.civil.services/us-house/headshots/512x512/jim-himes.jpg"
"Connecticut","connecticut","CT","ct","5","false","false","E000293","2114","412524","N00033217","72826","H2CT05131","1748","Q3090454","kg:/m/0l8ll7_","representative","democrat","Elizabeth Esty","elizabeth-esty","Elizabeth",,"Esty",,,"uh-LIZ-uh-bith EH-stee","female","white-american","congregationalist","no","1959-08-25","2013-01-03","2019-01-03","Elizabeth Esty, a Representative from Connecticut; born in Oak Park, Cook County, Ill., August 25, 1959; graduated from Winona High School, Winona, Minn., 1977; A.B., Harvard University, Cambridge, Mass., 1981; J.D., Yale University, New Haven, Conn., 1985; law clerk; lawyer, private practice; professor; member of the Cheshire, Conn., town council, 2005-2008; member of the Connecticut state general assembly, 2008-2010; elected as a Democrat to the One Hundred Thirteenth Congress and to the two succeeding Congresses (January 3, 2013-present). (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m)})(window,document,'script','https://www.goog","202-225-4476","860-225-7289","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://esty.house.gov","https://esty.house.gov/contact/email","https://www.facebook.com/RepEsty/","RepEsty","https://twitter.com/RepEsty","https://cdn.civil.services/us-house/headshots/512x512/elizabeth-esty.jpg"
"Delaware","delaware","DE","de",,"true","false","B001303",,"412689","N00038414","173249","H6DE00206","2201","Q26899141",,"representative","democrat","Lisa Blunt Rochester","lisa-blunt-rochester","Lisa",,"Blunt Rochester",,,"LEE-suh BLUNT RAH-chess-ter","female","african-american","unspecified","no","1962-02-10","2017-01-03","2019-01-03","Lisa Blunt Rochester, a Representative from Delaware; born in Philadelphia, Philadelphia County, Pa., February 10, 1962; graduated from Padua Academy, Wilmington, Del., 1980; B.A., Farleigh Dickinson University, Teaneck, N.J., 1985; M.A., University of Delaware, Newark, Del., 2003; staff, United States Representative Thomas Richard Carper of Delaware; deputy secretary, Delaware department of health and social services, 1993-1998; Delaware state secretary of labor, 1998-2001; personnel director, Delaware office of management and budget, 2001-2004; chief executive, Metropolitan Wilmington Urban League, 2004-2007; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-4165",,"38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://bluntrochester.house.gov","https://bluntrochester.house.gov/contact/email","https://www.facebook.com/LisaBluntRochester/","LisaBRochester","https://twitter.com/LisaBRochester","https://cdn.civil.services/us-house/headshots/512x512/lisa-blunt-rochester.jpg"
